Nom_Entreprise,Ticker,Ticker_Yahoo_Finance,Ponderation,Secteur_Activite,Nom_Indice,Ticker_Indice_Yahoo,Pays,Place_Boursiere,Nombres_Entreprises,Capitalisation_Boursiere
Apple Inc.,AAPL,AAPL,11.93,Technology,NASDAQ 100,^NDX,United States,NMS,100,2829863354368
Microsoft Corporation,MSFT,MSFT,11.28,Technology,NASDAQ 100,^NDX,United States,NMS,100,2675043205120
NVIDIA Corporation,NVDA,NVDA,9.7,Technology,NASDAQ 100,^NDX,United States,NMS,100,2301163732992
"Amazon.com, Inc.",AMZN,AMZN,7.64,Consumer Cyclical,NASDAQ 100,^NDX,United States,NMS,100,1812206583808
Alphabet Inc.,GOOGL,GOOGL,7.53,Communication Services,NASDAQ 100,^NDX,United States,NMS,100,1786628538368
Alphabet Inc.,GOOG,GOOG,7.53,Communication Services,NASDAQ 100,^NDX,United States,NMS,100,1786634698752
"Meta Platforms, Inc.",META,META,5.39,Communication Services,NASDAQ 100,^NDX,United States,NMS,100,1278814191616
"Tesla, Inc.",TSLA,TSLA,3.25,Consumer Cyclical,NASDAQ 100,^NDX,United States,NMS,100,770131361792
Broadcom Inc.,AVGO,AVGO,2.9,Technology,NASDAQ 100,^NDX,United States,NMS,100,687848226816
Costco Wholesale Corporation,COST,COST,1.71,Consumer Defensive,NASDAQ 100,^NDX,United States,NMS,100,406626598912
"Netflix, Inc.",NFLX,NFLX,1.54,Communication Services,NASDAQ 100,^NDX,United States,NMS,100,366100086784
"T-Mobile US, Inc.",TMUS,TMUS,1.19,Communication Services,NASDAQ 100,^NDX,United States,NMS,100,283277131776
ASML Holding N.V. - New York Re,ASML,ASML,1.05,Technology,NASDAQ 100,^NDX,Netherlands,NMS,100,248138022912
"Cisco Systems, Inc.",CSCO,CSCO,0.91,Technology,NASDAQ 100,^NDX,United States,NMS,100,216975933440
Astrazeneca PLC,AZN,AZN,0.97,Healthcare,NASDAQ 100,^NDX,United Kingdom,NMS,100,230366527488
Linde plc,LIN,LIN,0.87,Basic Materials,NASDAQ 100,^NDX,United Kingdom,NMS,100,207116533760
"Pepsico, Inc.",PEP,PEP,0.85,Consumer Defensive,NASDAQ 100,^NDX,United States,NMS,100,201047752704
Palantir Technologies Inc.,PLTR,PLTR,0.73,Technology,NASDAQ 100,^NDX,United States,NMS,100,173580091392
"Intuitive Surgical, Inc.",ISRG,ISRG,0.68,Healthcare,NASDAQ 100,^NDX,United States,NMS,100,161789820928
Amgen Inc.,AMGN,AMGN,0.67,Healthcare,NASDAQ 100,^NDX,United States,NMS,100,158147788800
Intuit Inc.,INTU,INTU,0.66,Technology,NASDAQ 100,^NDX,United States,NMS,100,156982444032
Adobe Inc.,ADBE,ADBE,0.63,Technology,NASDAQ 100,^NDX,United States,NMS,100,148773634048
PDD Holdings Inc.,PDD,PDD,0.61,Consumer Cyclical,NASDAQ 100,^NDX,Ireland,NMS,100,144723722240
